-------- 1 - Règles
Règles,
Buteur ou clean sheet,
<,entré en cours de match
Note > 7,
Note < 3,
Notes L1 = MonPetitGazon,
-------- 2 - OM
Olympique de Marseille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effectif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poste,Nom,Tit.,Entrée,Buts,M. L1,J01(D): TFC,J02(E ): EAG,J03(D): FCL,J04(E ): OGCN,J05(D): OL,J06(E ): SRFC,J07(D): FCN,J08(E ): SMC,J09(D): FCM,J10(E ): PSG,J11(D): FCGB,J12(E ): MHSC,J13(D): SMC,J14(E ): ASM,J15(E ): ASSE,J16(D): ASNL,J17(E ): DFCO,J18(D): LOSC,J19(E ): SCB,J20(D): ASM,J21(E ): OL,J22(D): MHSC,J23(E ): FCM,J24(D): EAG,J25(E ): FCN,J26(D): SRFC,J27(D): PSG,J28(E ): FCL,,,,,,,,,,,
D,Karamoko,1,,,4.00,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,Polomat,4,3,,5.20,5,,,,,,,,,,,,,,6,,<,,,5,5,,,,,,5,<,,,,,,,,,,,
D,Malcuit,18,1,,5.56,,7,6,6,5,<,,4,6,6,5,,5,6,,,7,,5,6,4,6,6,,5,5,,,,,,,,,,,,,
D,Pierre Gabriel,6,2,,5.17,,<,5,,,6,Bl.,,,,,,,,,,,4,,,,,,4,,,5,7,,,,,,,,,,,
D,M'Bengue,12,,,4.92,5,,,5,,,,,6,5,5,5,4,5,,4,5,4,6,,,,,,,,,,,,,,,,,,,,
D,Lacroix,15,1,,5.00,,,,<,6,5,5,3,,6,6,5,5,5,,4,,5,6,,,,,5,,4,5,,,,,,,,,,,,
D,F. Pogba,13,1,1,5.83,4,6,6,5,,Bl.,,,,,,,,7,6,,7,,,,<,8,7,5,6,3,,,,,,,,,,,,,
M,Clément,2,1,,5.50,,6,,,,,<,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Corgnet,1,2,,3.00,3,,,,,,,,,,,,,,,,,,,,,,,,<,,,<,,,,,,,,,,,
M,Hamouma,13,6,7,5.58,7,,,<,<,5,<,Bl.,,,,,,<,<,3,7,4,6,6,5,7,7,4,6,<,,,,,,,,,,,,,
M,Lemoine,6,6,,5.20,,5,<,5,<,Bl.,,,,,,,,,,,,,,5,6,<,<,,<,,5,<,,,,,,,,,,,
M,Pinheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Selnaes,16,3,,5.19,4,,6,6,6,,6,4,,5,5,,5,<,6,4,,5,,<,5,6,<,5,,5,,,,,,,,,,,,,
M,Saivet,14,3,1,5.07,,,5,4,,,,,<,7,5,5,5,6,4,<,,,<,,,,6,4,6,5,4,5,,,,,,,,,,,
M,Veretout,24,1,2,5.42,,,<,5,5,5,5,4,6,7,7,6,5,,5,4,5,6,6,5,5,6,6,5,7,4,5,6,,,,,,,,,,,
M,Dabo,8,5,,4.75,,,,,,6,6,4,,<,<,<,<,5,,4,,4,5,4,,<,,,,,,,,,,,,,,,,,
M,Nordin,3,8,1,5.25,,,,,,,6,4,<,,,5,<,6,<,<,,,<,,<,<,,,,,,,,,,,,,,,,,
M,Rocha Santos,1,,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
M,Maïga,1,,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
M,Pajot,13,6,1,5.43,4,,5,,6,5,6,5,5,<,,5,,6,<,,5,<,6,,,,6,,7,<,<,5,,,,,,,,,,,
A,Monnet-Paquet,20,6,3,5.30,<,7,5,,6,6,6,4,4,6,4,<,<,,4,<,<,<,4,5,5,7,6,5,7,6,4,5,,,,,,,,,,,
A,Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Maupay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Beric,9,4,3,4.25,4,<,5,<,3,,6,4,,,4,,,,,,<,>,,,,,,,,<,4,4,,,,,,,,,,,
A,Söderlund,7,6,1,4.50,<,,,,<,,,4,4,5,<,<,4,,4,,4,,5,,,,6,<,,,,,,,,,,,,,,,
A,Tannane,14,2,1,5.13,5,6,6,,4,4,5,5,4,6,5,Exc.,,7,5,5,5,5,,,,,,,,,,,,,,,,,,,,,
A,Saint-Louis,1,,1,7.00,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Keyta,2,2,,4.50,,,,,,,,,,,,,,,,,,,,<,4,5,,<,,,,,,,,,,,,,,,
A,Jorginho,3,1,1,5.00,,,,,,,,,,,,,,,,,,,,,,,,<,8,3,,4,,,,,,,,,,,
A,Roux,12,9,4,4.67,,5,<,4,,5,6,<,<,<,<,4,4,5,,4,,,,4,<,7,<,4,<,4,<,,,,,,,,,,,,
,,,,,,4.2,5.8,5.5,5.2,5.4545454545454541,5.6,5.6,4.2727272727272725,5.0909090909090908,6,5.3636363636363633,5.0999999999999996,4.9090909090909092,5.9090909090909092,5.2727272727272725,4.1818181818181817,6,4.7,5.5454545454545459,5.1818181818181817,5.1818181818181817,6.3636363636363633,6.2727272727272725,4.7272727272727275,6.4545454545454541,4.4545454545454541,4.7272727272727275,5.2727272727272725,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-------- 7 - Losc
Lille OSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effectif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poste,Nom,Tit.,Entrée,Buts,M. L1,J01(E ): FCM,J02(D): DFCO,J03(E ): OGCN,J04(D): ASM,J05(E ): FCL,J06(D): TFC,J07(E ): ASSE,J08(D): ASNL,J09(E ): EAG,J10(D): SCB,J11(D): PSG,J12(E ): SCO,J13(D): OL,J14(E ): FCN,J15(D): SMC,J16(E ): FCGB,J17(D): MHSC,J18(E ): OM,J19(D): SRFC,J20(D): ASSE,J21(E ): DFCO,J22(E ): OL,J23(D): FCL,J24(E ): PSG,J25(D): SCO,J26(E ): SMC,J27(D): FCGB,J28(E ): TFC,,,,,,,,,,,
G,Enyeama,27,,,5.22,4,6,6,3,6,4,3,6,5,5,6,4,5,6,3,6,5,5,5,5,7,7,,6,5,6,5,7,,,,,,,,,,,
G,Maignan,1,,,6.00,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,
G,Butez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,Soumaoro,23,1,,5.52,5,6,6,,,5,,<,5,6,5,5,5,6,6,7,6,5,5,6,6,5,5,5,6,6,,5,,,,,,,,,,,
D,Béria,19,1,1,5.22,,,6,,6,,Exc.,,4,5,5,5,5,6,,5,<,5,,5,6,6,4,5,,6,4,6,,,,,,,,,,,
D,Corchia,28,,1,5.00,4,7,5,3,6,4,3,6,4,7,5,5,5,5,5,7,6,3,5,6,5,6,5,5,3,6,4,5,,,,,,,,,,,
D,Amadou,24,1,,5.09,5,6,3,3,Bl.,,,<,4,6,5,5,5,5,6,5,5,5,6,6,6,5,6,4,,7,4,5,,,,,,,,,,,
D,Civelli,12,1,1,5.25,6,6,5,3,5,,5,5,5,6,5,,,,,7,,<,5,,,,,,,,,,,,,,,,,,,,
D,Sunzu,1,3,,4.00,,<,,,3,,,,,,5,,,,,,,,,,,<,,,,,,,,,,,,,,,,,
D,Palmieri,14,5,1,5.27,6,6,<,4,,4,4,6,,<,5,,,,7,<,5,<,6,,6,5,,6,5,,4,,,,,,,,,,,,
D,Alonso,1,1,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,<,4,,,,,,,,,,,,
D,Mendyl,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,<,,,,,,,,,,,,,
D,Basa,19,,1,5.26,,,,3,6,5,4,6,,,,5,6,6,5,,6,5,,6,6,6,5,5,4,6,,5,,,,,,,,,,,
M,Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Bauthéac,9,4,,4.56,4,<,5,<,,4,5,5,,,,,,,,,,,,,,4,,<,5,5,4,<,,,,,,,,,,,
M,Obbadi,5,,,4.40,4,,,,,,,,3,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,,,
M,Lopes,13,3,3,5.23,7,,,,5,5,5,5,,,,,<,4,8,5,5,5,4,5,Bl.,,,,,,<,5,,,,,,,,,,,
M,Amalfitano,8,9,,4.33,5,5,4,4,4,,<,5,<,,<,4,4,<,<,<,<,,,<,4,,,,,,,,,,,,,,,,,,
M,Y. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Sankharé,17,4,2,5.06,<,6,5,4,5,4,4,6,<,6,5,5,4,,<,<,7,5,5,5,5,5,,,,,,,,,,,,,,,,,
M,Bissouma,5,9,1,4.83,,,,,,5,,5,4,5,<,,<,<,,,,<,<,,,<,<,<,6,,,4,,,,,,,,,,,
M,Sliti,9,4,1,5.33,,,,,,<,,,4,7,<,5,,,8,5,4,5,5,,,,5,,<,<,,,,,,,,,,,,,
M,Terrier,1,8,,5.00,,,,,,,,,,<,,<,<,<,,,<,,<,5,,<,,,<,,,,,,,,,,,,,,
M,Xeka,6,,,4.33,,,,,,,,,,,,,,,,,,,,,,,5,4,4,5,4,4,,,,,,,,,,,
M,Kishna,1,2,,4.00,,,,,,,,,,,,,,,,,,,,,,,<,4,<,,,,,,,,,,,,,,
M,Bahlouli,1,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
M,Mavuba,9,3,,4.40,<,,,4,4,5,4,5,5,6,4,3,4,,,,,,,,,,,,,,<,,,,,,,,,,,,
A,Mendes,2,5,,4.33,<,5,<,4,<,<,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Tallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Guillaume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Nangis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Eder,18,3,5,4.72,6,5,5,3,4,<,6,5,4,7,4,4,4,4,Bl.,,,4,4,5,,,<,,,,6,5,,,,,,,,,,,
A,De Préville,14,6,6,5.13,,5,<,3,<,6,<,,,,,,5,5,7,7,7,,,<,4,5,4,<,4,4,6,5,,,,,,,,,,,
A,El Ghazi,6,,1,4.33,,,,,,,,,,,,,,,,,,,,,,,4,4,5,5,3,5,,,,,,,,,,,
A,Benzia,15,4,3,5.27,,<,6,4,,,,,<,,,<,,6,7,7,5,5,4,5,4,8,4,4,,6,4,<,,,,,,,,,,,
,,,,,,5.1,5.7,5.1,3.3636363636363638,4.9090909090909092,4.6,4.3,5.4545454545454541,4.2727272727272725,6,4.9090909090909092,4.5454545454545459,4.7272727272727275,5.2727272727272725,6.0909090909090908,6,5.5454545454545459,4.7272727272727275,4.9090909090909092,5.3636363636363633,5.3636363636363633,5.6363636363636367,4.8181818181818183,4.7272727272727275,4.5454545454545459,5.6363636363636367,4.1818181818181817,5.0909090909090908,,,,,,,,,,,
-------- 8 - FCGB
FC Girondins de Bordeaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effectif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poste,Nom,Tit.,Entrée,Buts,M. L1,J01(D): ASSE,J02(E ): TFC,J03(D): FCN,J04(E ): OL,J05(D): SCO,J06(E ): FCM,J07(D): SMC,J08(E ): PSG,J09(E ): SRFC,J10(D): ASNL,J11(E ): OM,J12(D): FCL,J13(E ): EAG,J14(D): DFCO,J15(E ): SCB,J16(D): LOSC,J17(D): ASM,J18(E ): MHSC,J19(D): OGCN,J20(E ): SCO,J21(D): TFC,J22(E ): ASNL,J23(D): SRFC,J24(E ): SMC,J25(D): PSG,J26(D): EAG,J27(E ): LOSC,J28(D): OL,,,,,,,,,,,
G,Carrasso,14,,,5.43,,,7,5,5,6,6,6,6,5,,,,,,,,,,,,,5,6,4,6,4,5,,,,,,,,,,,
G,Bernardoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Prior,14,,(-1),4.86,3,2,,,,,,,,,6,3,6,5,6,7,2,4,6,5,7,6,,,,,,,,,,,,,,,,,
D,Pallois,24,,2,5.00,6,3,,4,5,7,5,4,6,5,6,5,,5,7,5,3,2,,5,6,,5,6,4,7,4,5,,,,,,,,,,,
D,Contento,15,1,,5.19,,,,5,4,7,5,4,5,6,5,6,,,6,5,4,3,,,,,,,,7,7,4,,,,,,,,,,,
D,Poundjé,7,,,4.43,5,3,5,,,,,,,,,,4,5,,4,,,,,,5,,,,,,,,,,,,,,,,,
D,Yambére,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,Pablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,Sabaly,21,,,4.86,4,2,5,7,5,7,5,4,5,4,5,8,5,4,5,4,4,,,5,5,,,6,3,,,,,,,,,,,,,,
D,Lewczuk,16,,1,5.13,,,,,5,6,6,4,5,5,,,6,4,5,5,,2,6,5,6,7,Bl.,,,,,,,,,,,,,,,,
D,Jovanovic,5,,,4.80,,,,,,,,,,,,,,,,,,,,,,,,6,4,5,4,5,,,,,,,,,,,
D,Pellenard,5,1,,5.00,,,,,,,,,,,,,,,,,,,6,4,5,6,4,<,,,,,,,,,,,,,,,
M,Sertic,15,2,1,5.07,,,5,7,,7,5,4,4,<,5,6,5,,5,5,4,3,6,5,<,,,,,,,,,,,,,,,,,,
M,Plasil,23,5,1,5.04,5,4,5,5,5,6,5,3,<,5,5,6,5,7,6,4,4,5,6,<,4,5,5,8,3,<,<,<,,,,,,,,,,,
M,Traoré,,6,,,<,,,<,<,<,,,,,<,<,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Maulun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Ounas,9,8,2,4.45,<,4,,6,4,,<,<,5,3,5,,,5,5,<,2,,,,,6,4,,,<,<,,,,,,,,,,,,
M,Vada,16,2,3,5.44,6,,5,5,4,,,,,,,5,6,5,,,<,4,5,5,7,6,5,,<,6,7,6,,,,,,,,,,,
M,Soni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Arambarri,,4,,,,,<,,,,,,,,,,,,,,,<,,,,<,,<,,,,,,,,,,,,,,,
M,Guilbert,2,1,,3.50,4,3,<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Gajic,9,2,,4.82,,,,,,,,,,,,,,,,,5,3,5,,5,7,4,5,3,6,5,5,,,,,,,,,,,
M,Malcom,23,4,4,5.04,7,3,6,6,5,7,5,5,6,5,5,4,<,4,,<,5,4,5,5,3,<,<,5,3,7,5,6,,,,,,,,,,,
M,Toulalan,21,,,5.14,,4,6,,,,,3,5,5,5,6,5,6,5,,3,,5,5,5,6,5,7,4,7,6,5,,,,,,,,,,,
M,Youssouf,1,1,,4.00,,,,,,,,,,,,,,,<,4,,,,,,,,,,,,,,,,,,,,,,,
M,Sankharé,5,1,,5.67,,,,,,,,,,,,,,,,,,,,,,,6,7,4,6,7,4,,,,,,,,,,,
M,Kaabouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Touré,5,1,,4.80,6,4,3,,,7,4,<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Crivelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Thelin,2,5,2,5.50,,<,,,<,7,<,,,<,,,<,,4,,,,,,,,,,,,,,,,,,,,,,,,
A,Laborde,14,13,4,4.80,7,,<,<,4,7,4,<,<,<,<,<,<,<,<,5,3,4,4,4,5,5,3,<,<,6,6,5,,,,,,,,,,,
A,M. Belay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Kamano,9,11,6,6.00,,<,,<,,<,,,<,,5,6,4,<,4,,<,<,<,<,7,<,,8,<,8,5,7,,,,,,,,,,,
A,Ménez,17,5,3,4.69,<,3,7,7,4,,4,3,4,7,,4,4,<,6,3,3,Exc.,,,,6,6,,4,<,<,<,,,,,,,,,,,
A,Rolan,16,4,5,4.25,5,3,7,4,4,,,4,4,3,4,<,4,6,,2,,<,4,4,<,,<,6,4,,,,,,,,,,,,,,
,,,,,,5.2727272727272725,3.0909090909090908,5.5,5.5,4.5,6.7,4.9,4.0,5.0,4.8,5.1,5.4,4.9,5.1,5.4,4.4,3.4,3.4,5.3,4.7,5.5,5.9,4.7,6.4,3.6,6.5,5.5,5.2,,,,,,,,,,,
-------- 9 - FCL
FC Lorient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effectif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poste,Nom,Tit.,Entrée,Buts,M. L1,J01(E ): SMC,J02(D): SCB,J03(E ): OM,J04(D): ASNL,J05(D): LOSC,J06(E ): EAG,J07(D): OL,J08(E ): OGCN,J09(D): FCN,J10(E ): DFCO,J11(D): MHSC,J12(E ): FCGB,J13(D): ASM,J14(E ): FCM,J15(D): SRFC,J16(E ): SCO,J17(E ): TFC,J18(D): ASSE,J19(E ): PSG,J20(D): EAG,J21(E ): ASM,J22(D): DFCO,J23(E ): LOSC,J24(D): TFC,J25(E ): ASSE,J26(D): OGCN,J27(E ): SRFC,J28(D): OM,,,,,,,,,,,
G,Delecroix,7,,,4.57,,,,,,,,,,,,,5,4,6,5,4,5,3,,,,,,,,,,,,,,,,,,,,
G,Lecomte,21,,,4.81,5,6,6,4,5,5,8,3,4,5,5,5,,,,,,,,6,4,2,6,6,3,5,6,2,,,,,,,,,,,
D,Wachter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,Bellugou,14,5,,4.80,,4,,,6,5,5,4,5,4,<,,4,4,,5,,6,,<,,,6,5,<,4,5,<,,,,,,,,,,,
D,Le Goff,27,1,,4.33,3,3,4,4,5,5,5,4,5,5,5,4,4,4,<,4,5,5,3,6,3,4,6,5,4,5,5,2,,,,,,,,,,,
D,Z. Touré,20,1,1 / (-1),4.65,Exc.,,4,,5,7,6,4,5,5,6,4,4,4,4,5,5,,3,,,,,6,3,5,5,3,,,,,,,,,,,
D,Paye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,Rose,3,,,3.33,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,Koffi,10,1,,4.55,4,4,4,,,4,,,,,,,,,5,,,7,3,,,,,5,,5,6,3,,,,,,,,,,,
D,Selemani,,3,,,<,,<,,,<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,Ciani,16,,1,4.81,,,,4,6,,5,5,4,5,4,5,,,7,5,4,5,4,6,4,4,,,,,,,,,,,,,,,,,
D,Moreira,19,,,4.32,,,,4,6,5,6,4,5,5,4,4,3,4,5,5,4,,,5,3,2,5,,3,,,,,,,,,,,,,,
D,Peybernes,9,,,4.56,,,,,,,,,,,,,,,,,,,,6,3,5,6,5,3,5,5,3,,,,,,,,,,,
D,Lautoa,12,1,,4.77,4,,,5,,,,,,,,,4,4,6,4,5,5,6,6,4,4,,,,,5,,,,,,,,,,,,
M,Barthelmé,3,5,,4.75,,<,<,4,,,6,,4,,5,<,<,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Mesloub,10,9,,4.55,>,3,4,5,4,5,<,<,4,,,<,,,<,<,<,6,3,7,5,4,<,,,,,,,,,,,,,,,,
M,Ndong,2,,,5.00,5,Exc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Philippoteaux,10,11,1,4.36,5,3,4,<,5,3,,,,<,,,<,,<,<,<,7,,<,4,3,5,5,4,<,<,<,,,,,,,,,,,
M,Cabot,7,11,3,5.00,,,<,<,<,<,6,6,,,,,,<,,,<,<,5,7,4,<,<,<,3,5,4,,,,,,,,,,,,
M,Fofana,4,3,,4.75,,<,4,,,<,,,<,4,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Gakpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Cafu,15,2,,4.71,6,4,5,5,Bl.,,5,5,,<,,,3,6,5,5,5,5,,,4,,<,,3,,,,,,,,,,,,,,
M,Marveaux,18,,4,4.94,,,,4,,,,,,,7,4,3,5,7,6,4,6,4,6,3,6,7,6,,4,4,3,,,,,,,,,,,
M,Mvuemba,21,1,,4.86,,,,<,6,6,5,5,5,5,6,5,3,5,5,5,3,,3,5,3,6,6,6,4,5,,,,,,,,,,,,,
M,Mara,7,2,,4.57,,,,,5,4,,6,4,5,4,4,,,,,,,,<,,,,,<,,,,,,,,,,,,,,
M,Guendouzi,4,4,,4.75,,,,,,,,,<,5,5,5,,<,,,,<,<,,,,,,,,,4,,,,,,,,,,,
M,Wakaso,5,3,,4.50,,,,,,,,,,,,,,,,,,,,,5,6,6,4,3,<,<,3,,,,,,,,,,,
M,Ben Khémis,,2,,,,,,,,,<,<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Jeannot,2,7,,3.50,<,<,,,,,,,,,,,,,,,,<,<,,,,,<,4,<,<,3,,,,,,,,,,,
A,Bouanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Lavigne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Moukandjo,17,1,8,4.65,7,3,4,4,6,4,4,6,,,,,4,7,4,5,6,5,3,,,,,,,3,4,<,,,,,,,,,,,
A,Hamel,,2,1,,,,,,,,,,<,<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Aliadière,3,4,1,4.33,,,,,,,,,,,<,<,<,,,,,,,,,<,6,4,,,,3,,,,,,,,,,,
A,Waris,22,4,7,4.78,5,4,4,3,<,,4,<,4,5,4,4,4,7,7,7,7,,Bl.,7,4,4,6,3,4,4,3,6,,,,,,,,,,,
,,,,,,4.7,3.6,4.4,4.2,5.4,4.8,5.5454545454545459,4.7272727272727275,4.4545454545454541,4.8181818181818183,5.166666666666667,4.3636363636363633,3.7272727272727271,4.9090909090909092,5.5454545454545459,5.0909090909090908,4.7272727272727275,5.6363636363636367,3.6363636363636362,6.0909090909090908,3.5454545454545454,4.1818181818181817,5.9090909090909092,4.9090909090909092,3.3636363636363638,4.5454545454545459,4.7272727272727275,3.1818181818181817,,,,,,,,,,,
-------- 10 - MHSC
Montpellier Hérault SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effectif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poste,Nom,Tit.,Entrée,Buts,M. L1,J01(D): SCO,J02(E ): ASSE,J03(D): SRFC,J04(E ): EAG,J05(D): OGCN,J06(E ): OL,J07(D): FCM,J08(E ): DFCO,J09(D): SMC,J10(E ): ASM,J11(E ): FCL,J12(D): OM,J13(E ): SCB,J14(D): ASNL,J15(E ): TFC,J16(D): PSG,J17(E ): LOSC,J18(D): FCGB,J19(E ): FCN,J20(D): DFCO,J21(E ): FCM,J22(E ): OM,J23(D): SCB,J24(D): ASM,J25(E ): ASNL,J26(D): ASSE,J27(E ): OGCN,J28(D): EAG,,,,,,,,,,,
G,Jourdren,12,,,4.58,6,4,5,5,5,4,6,5,5,2,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,
G,Ligali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,Pionnier,16,,(-1),4.88,,,,,,,,,,,4,4,5,6,5,6,6,6,5,4,3,4,,,6,5,4,5,,,,,,,,,,,
D,Congré,15,2,1,5.14,6,4,7,5,6,3,Bl.,,,,,,<,6,5,6,6,5,4,,,,,,,<,4,5,,,,,,,,,,,
D,Deplagne,12,5,,4.55,<,,,,,2,,<,<,3,,6,4,5,Bl.,,5,6,5,5,4,,5,,<,,<,,,,,,,,,,,,
D,Gissi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,Hilton,25,,1,5.16,7,3,5,,6,4,4,4,,2,5,6,5,6,5,6,,7,6,6,5,3,6,5,6,6,5,6,,,,,,,,,,,
D,N'Diaye,1,1,,5.00,,,,,,,,,,,5,,,,<,,,,,,,,,,,,,,,,,,,,,,,,
D,Rémy,8,7,,5.09,<,5,5,6,,<,6,5,,,,,,,5,6,5,<,<,6,4,3,,,,,,,,,,,,,,,,,
D,Vanden Borre,9,1,(-1),4.11,5,4,4,4,3,,5,3,4,,5,<,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,Poaty,1,2,,,,,,,,Exc.,,,,<,<,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,Saint-Ruf,7,,,5.43,,,,,,,,,5,,5,5,5,,,6,5,7,,,,,,,,,,,,,,,,,,,,,
D,Mongongu,,3,,,,,,,,,,,<,<,,,,,,<,,,,,,,,,,,,,,,,,,,,,,,
D,Mukiele,6,1,,5.00,,,,,,,,,,,,,,,,,,,,,6,3,,4,5,6,5,6,,,,,,,,,,,
D,Pokorny,4,1,,5.75,,,,,,,,,,,,,,,,,,,,,,<,6,5,6,6,,,,,,,,,,,,,
D,Roussillon,24,1,1,5.04,6,4,5,5,5,3,5,6,5,3,4,6,5,6,5,,,,6,8,3,4,5,5,7,5,5,5,,,,,,,,,,,
M,Lasne,13,4,3,5.29,,,,,,,,,,3,,<,,5,4,7,5,8,5,6,5,3,5,<,<,7,6,5,,,,,,,,,,,
M,Marveaux,4,3,,5.00,,,,,,<,,,,,5,<,,,,6,5,<,,,4,,,,,,,,,,,,,,,,,,
M,Saihi,,2,,,,<,<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Skhiri,27,,1 / (-1),5.15,6,3,5,5,5,3,4,4,5,2,,7,5,6,6,8,5,7,6,5,5,4,6,4,6,7,4,6,,,,,,,,,,,
M,Wüthrich,,,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Boudebouz,23,,8,5.57,7,6,6,4,6,5,6,3,5,6,,8,4,4,4,7,6,,,,,6,7,6,8,5,5,4,,,,,,,,,,,
M,Sylla,10,4,1,4.67,,,,5,6,>,5,4,4,3,,,,,,,,<,5,,,,<,5,<,,5,<,,,,,,,,,,,
M,Sessegnon,16,1,1,5.12,,,,,,,,<,5,3,6,5,5,5,,,,7,4,5,5,4,6,,6,6,5,5,,,,,,,,,,,
